contigName	contigLen	totalAvgDepth	mapped_sorted.bam	mapped_sorted.bam-var
contig_16953	12038	1.36617	1.36617	3.68495
contig_16954	6299	1.70044	1.70044	0.576173
contig_16955	6330	0.160841	0.160841	0.134997
contig_16956	8146	0.865808	0.865808	0.866169
contig_16957	10634	0.572873	0.572873	0.339895
contig_16958	12477	0.623104	0.623104	0.697424
contig_16959	8441	1.11072	1.11072	0.993151
contig_1696	39757	1.80107	1.80107	2.56421
contig_16961	59059	1.58253	1.58253	2.37339
contig_16962	7610	1.23485	1.23485	0.848191
contig_16963	10231	0.0132923	0.0132923	0.0131201
contig_16965	11392	0.34211	0.34211	0.225104
contig_16967	17774	1.69201	1.69201	1.03243
contig_16968	10216	1.81045	1.81045	1.30896
contig_16969	33671	2.09245	2.09245	5.2905
contig_1697	18886	0.975342	0.975342	1.28112
contig_16970	16829	0.647461	0.647461	0.37768
contig_16971	19781	1.51699	1.51699	1.68629
contig_16972	13915	0.942245	0.942245	0.297424
contig_16973	15216	0.104673	0.104673	0.093748
contig_16974	5427	0.552587	0.552587	0.717337
contig_16975	23733	0.616376	0.616376	1.06799
contig_16976	5253	0.863806	0.863806	0.465776
contig_16977	7135	0	0	0
contig_1698	17626	1.4723	1.4723	2.03086
contig_16980	6953	1.79274	1.79274	0.523637
contig_16982	5688	1.25334	1.25334	1.2179
contig_16983	25898	1.27237	1.27237	0.596217
contig_16984	16688	0.693917	0.693917	0.889814
contig_16985	23400	2.60908	2.60908	10.0722
contig_16986	51313	2.9732	2.9732	3.11382
contig_16987	5157	1.20491	1.20491	0.372314
contig_16988	43725	2.22942	2.22942	2.17909
contig_16989	15800	1.07859	1.07859	1.59965
contig_1699	8416	1.23893	1.23893	0.999339
contig_16990	5574	0.183813	0.183813	0.150062
contig_16993	73881	2.72542	2.72542	5.87745
contig_16995	10150	2.3632	2.3632	2.87162
contig_16996	6363	1.81812	1.81812	1.3353
contig_16998	6072	1.12985	1.12985	0.772703
contig_16999	29989	1.59965	1.59965	1.22439
contig_17	296946	20.079	20.079	122.164
contig_17000	9668	0.858374	0.858374	0.772617
contig_17002	5909	1.16513	1.16513	1.09859
contig_17003	8059	0.478695	0.478695	0.402875
contig_17004	8546	1.39566	1.39566	1.38237
contig_17006	18173	0.583477	0.583477	0.682371
contig_17007	9694	1.96291	1.96291	2.91832
contig_17008	28551	1.81596	1.81596	1.88546
contig_17009	9904	0.0511585	0.0511585	0.0485488
contig_17010	85825	3.89212	3.89212	5.15629
contig_17011	6662	4.66032	4.66032	2.27405
contig_17012	5819	0.743517	0.743517	0.211558
contig_17013	34936	0.490945	0.490945	1.12889
contig_17014	6865	0.233805	0.233805	0.271824
contig_17015	6876	0.962979	0.962979	0.98165
contig_17016	10844	2.08809	2.08809	1.03119
contig_17017	17441	1.24076	1.24076	1.1631
contig_17018	10011	1.23081	1.23081	1.30621
contig_17019	15648	1.43935	1.43935	0.936187
contig_17021	7451	5.98617	5.98617	5.88158
contig_17022	21752	3.17744	3.17744	2.73633
contig_17023	8829	1.60963	1.60963	1.39867
contig_17024	18136	0.953964	0.953964	0.996359
contig_17025	40079	3.33735	3.33735	6.91955
contig_17026	6181	0.317526	0.317526	0.216745
contig_17028	11191	0.172358	0.172358	0.14264
contig_17030	6718	0	0	0
contig_17031	8914	1.33193	1.33193	0.248713
contig_17032	17286	0.883987	0.883987	1.48304
contig_17035	90939	1.85636	1.85636	1.8715
contig_17036	16665	0.867696	0.867696	0.648951
contig_17037	14505	1.38196	1.38196	1.39279
contig_17038	7618	0.791778	0.791778	0.164885
contig_17039	66722	1.82754	1.82754	2.926
contig_1704	12614	1.16287	1.16287	0.927657
contig_17040	5336	0.435789	0.435789	0.564162
contig_17041	23107	1.79845	1.79845	1.74874
contig_17042	15302	0.974459	0.974459	1.32033
contig_17043	45347	1.78791	1.78791	1.59857
contig_17044	55926	2.07797	2.07797	3.24801
contig_17045	11518	0.897959	0.897959	1.85862
contig_17046	171589	3.45549	3.45549	6.63828
contig_17047	38289	2.00758	2.00758	3.80474
contig_17048	8859	0.386382	0.386382	0.372613
contig_17049	19294	1.03787	1.03787	0.728515
contig_1705	8847	0	0	0
contig_17050	13018	0.929826	0.929826	0.742816
contig_17051	6891	1.02715	1.02715	1.59162
contig_17052	15696	2.41162	2.41162	2.01497
contig_17054	16622	0.931035	0.931035	1.13963
contig_17055	9573	0.532527	0.532527	0.470203
contig_17056	8993	0.612349	0.612349	0.432185
contig_17057	5512	0.0926893	0.0926893	0.0841257
contig_17058	31199	0.00599053	0.00599053	0.00594949
contig_17059	67595	1.95324	1.95324	3.41474
contig_1706	47183	1.40559	1.40559	2.44907
contig_17060	8856	2.04663	2.04663	1.07168
contig_17061	6401	1.53847	1.53847	0.454303
contig_17062	63905	3.37697	3.37697	4.35368
contig_17064	17848	0.591027	0.591027	0.753955
contig_17066	5358	0.485407	0.485407	0.438793
contig_17067	11556	0.674996	0.674996	0.705136
contig_17068	7857	0.780719	0.780719	0.846525
contig_1707	21027	1.77952	1.77952	1.83594
contig_17070	7242	0.84264	0.84264	0.657519
contig_17071	13534	1.04431	1.04431	1.93145
contig_17073	16309	0.425831	0.425831	0.768394
contig_17074	14562	1.1641	1.1641	0.548785
contig_17075	8554	2.63696	2.63696	2.16435
contig_17077	12738	0.135446	0.135446	0.146815
contig_17078	13503	0.555231	0.555231	0.513411
contig_17079	11786	1.36413	1.36413	2.07876
contig_1708	5269	1.08166	1.08166	0.946785
contig_17080	9650	3.848	3.848	2.01587
contig_17081	13328	1.56974	1.56974	0.989804
contig_17082	16766	1.59683	1.59683	1.03169
contig_17084	17033	0.637564	0.637564	0.499566
contig_17085	43788	4.92529	4.92529	36.105
contig_17087	19352	1.09041	1.09041	1.5123
contig_17088	121284	2.30494	2.30494	3.13334
contig_1709	801002	8.06445	8.06445	12.0292
contig_17090	66475	1.16632	1.16632	1.65638
contig_17091	11298	1.71233	1.71233	0.758407
contig_17093	62706	2.94913	2.94913	3.31337
contig_17094	8536	2.00787	2.00787	1.71752
contig_17096	76673	3.99297	3.99297	3.38588
contig_17097	6609	0.355318	0.355318	0.360094
contig_17098	6069	0.145802	0.145802	0.124561
contig_17099	6171	1.1156	1.1156	0.814201
contig_1710	21327	0.354205	0.354205	0.427631
contig_17100	6080	1.91821	1.91821	0.796685
contig_17101	52084	3.2553	3.2553	5.8771
contig_17102	6879	1.20999	1.20999	0.747641
contig_17103	25851	1.35812	1.35812	2.72056
contig_17104	11877	0.932464	0.932464	0.956154
contig_17105	31645	3.32869	3.32869	6.37837
contig_17109	7682	0.633431	0.633431	0.605054
contig_1711	143864	2.539	2.539	4.40679
contig_17110	6443	1.81249	1.81249	0.595793
contig_17111	8041	2.15347	2.15347	1.1459
contig_17114	8980	1.40079	1.40079	0.680317
contig_17115	6866	1.4796	1.4796	0.452449
contig_17116	14155	2.21221	2.21221	4.33878
contig_17117	18851	0.698519	0.698519	1.11646
contig_17118	10434	1.19137	1.19137	0.940301
contig_17119	5202	0.658155	0.658155	0.615834
contig_17121	30938	0.95888	0.95888	2.11284
contig_17122	13412	0.411476	0.411476	0.672173
contig_17123	63283	1.69238	1.69238	2.36962
contig_17124	22551	0.359627	0.359627	0.399165
contig_17125	16266	1.34301	1.34301	2.58856
contig_17126	28063	1.78945	1.78945	2.043
contig_17128	11884	0.253537	0.253537	0.350811
contig_17129	8831	0.477364	0.477364	0.552
contig_17130	65523	3.64355	3.64355	3.73363
contig_17132	12869	0.712006	0.712006	0.965075
contig_17133	5741	2.07655	2.07655	2.41925
contig_17134	17525	1.19373	1.19373	1.99685
contig_17135	13609	0.518463	0.518463	0.986644
contig_17137	23079	2.61616	2.61616	2.81505
contig_17138	11636	1.24804	1.24804	1.09589
contig_17139	16158	1.49669	1.49669	3.03029
contig_1714	9559	1.83962	1.83962	1.45326
contig_17140	14145	1.71976	1.71976	1.16402
contig_17141	16657	2.63834	2.63834	4.62994
contig_17143	46756	1.22053	1.22053	1.47173
contig_17144	18046	2.55253	2.55253	3.43868
contig_17146	8558	1.8392	1.8392	2.13522
contig_17147	16509	1.05306	1.05306	0.619312
contig_17148	8893	1.09402	1.09402	0.920898
contig_17149	10405	2.08328	2.08328	3.89663
contig_1715	6243	1.25308	1.25308	1.15366
contig_17150	5863	1.13408	1.13408	1.37661
contig_17151	130737	2.23025	2.23025	7.08969
contig_17152	18571	0.641768	0.641768	0.814355
contig_17153	9802	0.0447576	0.0447576	0.0427557
contig_17155	5291	1.26668	1.26668	0.676918
contig_17156	50998	1.96672	1.96672	2.90347
contig_17157	11505	0.770321	0.770321	0.309241
contig_17158	30597	3.24383	3.24383	4.1554
contig_17159	66116	1.02018	1.02018	1.46182
contig_1716	5518	10.725	10.725	33.5763
contig_17160	12209	1.9956	1.9956	0.760868
contig_17161	8482	2.92451	2.92451	0.98638
contig_17162	8951	2.87445	2.87445	4.50036
contig_17163	19366	0.346482	0.346482	0.680078
contig_17164	42740	3.33097	3.33097	5.01053
contig_17165	7102	0	0	0
contig_17166	13363	1.24521	1.24521	1.14427
contig_17168	5404	0.873049	0.873049	0.792368
contig_17169	7350	2.83583	2.83583	11.8004
contig_1717	5671	10.0629	10.0629	161.115
contig_17171	75304	1.0218	1.0218	1.57709
contig_17172	10050	0.239697	0.239697	0.371371
contig_17174	54137	1.47695	1.47695	1.47066
contig_17175	57973	2.0505	2.0505	2.70663
contig_17176	7607	1.11627	1.11627	0.730989
contig_17177	7625	1.0008	1.0008	0.615734
contig_17178	7065	0.803905	0.803905	0.792692
contig_1718	6456	9.76324	9.76324	61.3879
contig_17180	39680	1.97577	1.97577	2.72819
contig_17181	13800	2.64081	2.64081	8.56044
contig_17182	20440	1.37048	1.37048	1.09707
contig_17183	60978	0.834024	0.834024	1.29838
contig_17184	6640	1.9943	1.9943	2.88858
contig_17185	29299	1.92507	1.92507	1.61084
contig_17186	31466	1.65027	1.65027	1.96119
contig_1719	198263	6.49804	6.49804	23.93
contig_17190	10576	1.24957	1.24957	1.48677
contig_17191	16695	3.08583	3.08583	6.77785
contig_17192	23542	0.986662	0.986662	1.14195
contig_17194	9294	0.660214	0.660214	0.556177
contig_17195	8333	0.939753	0.939753	0.68657
contig_17196	18195	2.03175	2.03175	9.37258
contig_17198	22212	1.35595	1.35595	1.08172
contig_17199	6761	0.451823	0.451823	0.543928
contig_1720	65817	6.51336	6.51336	20.7558
contig_17200	20947	6.4254	6.4254	4.03463
contig_17203	76748	2.94668	2.94668	3.15888
contig_17204	7474	0.606363	0.606363	0.61095
contig_17205	6344	1.30142	1.30142	1.29734
contig_17207	8435	1.20422	1.20422	1.19658
contig_17208	8357	0.778726	0.778726	1.02783
contig_17209	7301	1.11691	1.11691	2.57714
contig_1721	7131	0.77095	0.77095	0.468044
contig_17210	30038	1.69724	1.69724	1.45341
contig_17211	8497	1.64694	1.64694	0.605377
contig_17212	40731	2.53653	2.53653	8.34739
contig_17214	11669	0.346992	0.346992	0.295863
contig_17216	13579	1.02711	1.02711	0.887032
contig_17217	11209	0.850619	0.850619	0.985672
contig_17218	14301	3.02749	3.02749	5.11663
contig_17219	10369	0.675996	0.675996	0.373276
contig_1722	14090	1.08587	1.08587	1.78978
contig_17220	6989	0.94005	0.94005	1.24212
contig_17221	36796	1.44411	1.44411	1.0977
contig_17222	8252	1.49531	1.49531	0.58431
contig_17223	17846	1.28453	1.28453	1.18558
contig_17224	21721	1.46882	1.46882	2.09558
contig_17225	6947	1.48021	1.48021	0.506866
contig_17226	193543	3.35948	3.35948	6.7533
contig_17228	13637	2.5013	2.5013	3.79027
contig_1723	7062	0.442274	0.442274	0.321334
contig_17230	10034	8.21135	8.21135	4.14401
contig_17231	10629	2.25088	2.25088	2.99009
contig_17233	21280	0.68424	0.68424	1.54551
contig_17234	13609	1.97154	1.97154	2.63552
contig_17235	31970	0.697454	0.697454	0.699564
contig_17236	15800	1.48032	1.48032	1.8253
contig_17237	8488	0.956704	0.956704	0.642105
contig_17239	5869	4.70467	4.70467	9.35793
contig_1724	131832	3.83914	3.83914	4.5422
contig_17240	8797	0.780039	0.780039	0.817898
contig_17241	15137	5.02602	5.02602	40.4112
contig_17242	7820	1.22399	1.22399	1.27204
contig_17243	155441	2.00112	2.00112	5.25806
contig_17244	35867	0.607526	0.607526	0.909249
contig_17245	24294	0.473534	0.473534	0.449396
contig_17246	13239	1.24845	1.24845	1.02564
contig_17248	6456	0.0792896	0.0792896	0.0730144
contig_1725	11880	1.87553	1.87553	1.82391
contig_17250	6442	0.475842	0.475842	0.606399
contig_17251	6011	1.07115	1.07115	0.466451
contig_17252	6372	0.682257	0.682257	0.532849
contig_17253	16334	1.55963	1.55963	1.89112
contig_17254	7214	0.423839	0.423839	0.244227
contig_17256	11951	1.42895	1.42895	1.30475
contig_17258	5745	1.52243	1.52243	1.01713
contig_17259	31955	0.926207	0.926207	0.987576
contig_1726	12032	1.16268	1.16268	0.659795
contig_17260	9328	1.53672	1.53672	1.29973
contig_17261	15325	0.00514003	0.00514003	0.00511304
contig_17262	6139	1.40908	1.40908	0.600457
contig_17263	24240	1.79091	1.79091	1.40218
contig_17264	8654	0.235771	0.235771	0.180184
contig_17265	5705	1.7946	1.7946	1.18342
contig_17266	11398	1.32477	1.32477	2.61671
contig_17267	12512	1.06714	1.06714	1.49973
contig_17268	12373	1.58464	1.58464	1.18706
contig_17269	11846	3.55677	3.55677	21.5658
contig_17270	5086	1.64749	1.64749	1.03639
contig_17271	40358	2.13773	2.13773	5.11068
contig_17272	7211	0.90313	0.90313	0.506473
contig_17273	8041	0.406793	0.406793	0.568344
contig_17275	5849	1.17389	1.17389	0.551894
contig_17276	12819	0.523167	0.523167	0.523181
contig_17277	8752	0.232504	0.232504	0.286772
contig_17278	15043	2.01813	2.01813	1.59727
contig_17279	12448	1.33022	1.33022	0.996192
contig_1728	123256	3.58753	3.58753	8.19346
contig_17280	9267	0.222442	0.222442	0.243412
contig_17281	129573	10.123	10.123	33.6085
contig_17282	10069	1.99415	1.99415	0.905359
contig_17283	21091	0.728284	0.728284	0.650467
contig_17284	46198	3.24023	3.24023	7.0808
contig_17285	54196	3.24579	3.24579	9.86635
contig_17286	26213	2.21057	2.21057	2.33725
contig_17287	15297	0.390572	0.390572	0.581668
contig_17288	14500	1.83213	1.83213	1.68197
contig_17289	5721	0.635254	0.635254	0.231758
contig_1729	12750	1.18627	1.18627	1.66566
contig_17290	7935	0.320873	0.320873	0.270349
contig_17291	62784	2.45969	2.45969	3.06469
contig_17292	272036	4.34361	4.34361	5.99722
contig_17293	6898	1.36781	1.36781	0.910201
contig_17294	24425	1.12614	1.12614	0.690073
contig_17296	11894	0.42592	0.42592	0.579461
contig_17297	20715	3.04046	3.04046	5.47437
contig_17298	11838	0.044319	0.044319	0.0423532
contig_17299	29028	1.7675	1.7675	1.52816
contig_1730	6533	5.78646	5.78646	3.08452
contig_17300	26801	0.982365	0.982365	1.40426
contig_17301	6654	0.781058	0.781058	0.476412
contig_17302	8496	0.812006	0.812006	1.03619
contig_17304	12027	1.01591	1.01591	0.304307
contig_17305	28454	1.64305	1.64305	2.54523
contig_17306	5841	0.875593	0.875593	0.673774
contig_17307	47122	0.609831	0.609831	0.966334
contig_17308	68972	11.1382	11.1382	118.441
contig_17310	7354	0.623126	0.623126	0.507804
contig_17311	104728	18.7812	18.7812	52220.7
contig_17312	32115	0.68356	0.68356	0.696046
contig_17315	6134	3.67096	3.67096	3.37002
contig_17316	10412	1.36776	1.36776	1.40556
contig_17317	12892	1.65908	1.65908	1.17918
contig_17318	7574	0.905577	0.905577	0.804129
contig_17319	24805	0.946218	0.946218	0.683901
contig_1732	9854	0.813273	0.813273	0.528675
contig_17320	8908	1.02946	1.02946	1.10996
contig_17321	14201	2.25671	2.25671	5.1871
contig_17323	46474	5.23228	5.23228	10.7202
contig_17324	20904	2.17924	2.17924	2.18618
contig_17325	6580	2.11757	2.11757	8.01733
contig_17326	8516	0.894812	0.894812	1.18161
contig_17327	26510	0.623331	0.623331	0.385492
contig_17328	7476	2.50082	2.50082	1.21577
contig_17329	6485	3.11318	3.11318	5.65095
contig_1733	19673	1.64242	1.64242	1.89809
contig_17330	148653	4.4112	4.4112	9.93862
contig_17331	16001	1.22371	1.22371	1.20119
contig_17332	9516	1.03876	1.03876	0.492156
contig_17333	16308	0.780171	0.780171	0.85874
contig_17334	8817	1.72736	1.72736	2.0385
contig_17336	31232	1.48025	1.48025	4.0101
contig_17337	10083	0.911608	0.911608	1.29706
contig_17338	9931	1.54381	1.54381	0.823164
contig_17339	11637	0.429529	0.429529	0.654462
contig_1734	99368	2.0805	2.0805	6.12609
contig_17340	9630	0.580591	0.580591	1.11298
contig_17341	41668	0.330146	0.330146	0.594392
contig_17342	5734	0	0	0
contig_17343	25564	1.594	1.594	1.41036
contig_17344	15315	1.55892	1.55892	1.37556
contig_17346	8918	1.58691	1.58691	0.38598
contig_17347	18028	0.278555	0.278555	0.390283
contig_17348	20633	1.56242	1.56242	1.2542
contig_17349	5290	0	0	0
contig_17351	40690	134.248	134.248	1.24978e+06
contig_17352	6865	0.0744602	0.0744602	0.0689286
contig_17353	49456	1.10151	1.10151	2.35163
contig_17354	171608	1.94574	1.94574	4.19404
contig_17355	26284	1.30022	1.30022	0.902272
contig_17357	6937	0.87093	0.87093	0.56159
contig_17359	25066	2.79917	2.79917	2.88894
contig_1736	7351	0.199972	0.199972	0.160003
contig_17360	25420	1.78413	1.78413	2.90355
contig_17361	20248	0.91631	0.91631	1.00357
contig_17364	36603	2.74471	2.74471	23.3936
contig_17365	33298	2.14646	2.14646	5.97083
contig_17366	45967	1.67584	1.67584	2.38222
contig_17367	7811	2.0774	2.0774	1.1518
contig_17369	6170	1.07741	1.07741	3.30248
contig_1737	17129	1.0791	1.0791	1.41907
contig_17370	7478	0	0	0
contig_17371	6543	0.819021	0.819021	0.782178
contig_17372	22666	0.696971	0.696971	1.68217
contig_17374	13698	1.0603	1.0603	1.23874
contig_17376	7776	2.98466	2.98466	5.8782
contig_17377	20417	2.03646	2.03646	2.37392
contig_17378	9498	0.492512	0.492512	0.456443
contig_1738	21733	0.846036	0.846036	0.933426
contig_17380	47084	1.06025	1.06025	0.932075
contig_17381	7398	1.29346	1.29346	0.334597
contig_17382	7184	2.30751	2.30751	0.801348
contig_17383	15228	1.86517	1.86517	1.24791
contig_17384	18056	0.857143	0.857143	1.3949
contig_17387	10281	0.147764	0.147764	0.125947
contig_17388	5005	0.512873	0.512873	0.249896
contig_1739	8022	1.74543	1.74543	0.922112
contig_17390	8472	4.48294	4.48294	4.86001
contig_17391	17041	1.71292	1.71292	1.38577
contig_17392	54743	2.81148	2.81148	3.90041
contig_17393	7839	0.129796	0.129796	0.112963
contig_17395	12733	0.304141	0.304141	0.290508
contig_17396	21508	1.821	1.821	2.49773
contig_17397	6036	0.828746	0.828746	0.646932
contig_17398	46212	2.31788	2.31788	1.85814
contig_17399	20041	0.652858	0.652858	1.85709
contig_174	20765	4.00975	4.00975	7.96947
contig_1740	7121	2.02051	2.02051	0.919129
contig_17400	8653	0.998001	0.998001	1.13563
contig_17401	10224	0.416021	0.416021	0.395078
contig_17402	14876	1.09908	1.09908	1.11088
contig_17403	47534	3.56485	3.56485	3.33023
contig_17404	8348	1.35143	1.35143	0.388515
contig_17405	14798	0.985664	0.985664	0.449077
contig_17406	6406	0.905051	0.905051	0.695703
contig_17409	7275	1.81951	1.81951	2.14815
contig_1741	13539	2.58951	2.58951	3.03016
contig_17410	105185	2.19709	2.19709	3.0985
contig_17411	9059	2.0477	2.0477	0.514053
contig_17412	42062	2.03087	2.03087	2.4955
contig_17415	33354	0.886821	0.886821	1.20506
contig_17416	12881	0.423926	0.423926	0.685858
contig_17417	29340	2.93052	2.93052	2.98067
contig_17418	8912	0.6769	0.6769	0.308004
contig_17419	28688	3.50515	3.50515	4.11408
contig_1742	16116	2.75285	2.75285	4.66717
contig_17420	8367	2.0976	2.0976	3.57705
contig_17422	64694	1.68301	1.68301	2.92521
contig_17423	6129	2.38836	2.38836	2.35361
contig_17424	13703	0.404929	0.404929	0.263415
contig_17425	11786	0.743898	0.743898	0.870575
contig_17427	13803	3.07617	3.07617	1.37557
contig_17428	12411	0.509175	0.509175	0.497878
contig_17429	13317	0.0177717	0.0177717	0.0174617
contig_1743	11819	0.27286	0.27286	0.283277
contig_17430	12108	0.29244	0.29244	0.287564
contig_17431	16713	2.51054	2.51054	3.71826
contig_17432	7800	5.50183	5.50183	2.86744
contig_17434	14855	1.01258	1.01258	1.49146
contig_17435	13967	2.29218	2.29218	1.21054
contig_17436	13290	2.47702	2.47702	2.4824
contig_17438	44933	2.42722	2.42722	2.16687
contig_17439	12168	0.201032	0.201032	0.160621
contig_1744	9189	1.80993	1.80993	0.394505
contig_17440	28015	2.68634	2.68634	4.67274
contig_17441	17126	6.09119	6.09119	18.0167
contig_17442	85978	0.987778	0.987778	1.65342
contig_17444	45253	0.6457	0.6457	1.31054
contig_17446	27846	0.366768	0.366768	0.321606
contig_17447	14919	1.25581	1.25581	1.4717
contig_17448	32966	1.93759	1.93759	0.86688
contig_17449	46612	2.16553	2.16553	3.03003
contig_1745	7198	1.57421	1.57421	1.82716
contig_17450	52028	1.86077	1.86077	1.72584
contig_17451	98110	2.08878	2.08878	2.26391
contig_17453	8815	0.452741	0.452741	0.508037
contig_17454	6973	0.544042	0.544042	0.464449
contig_17455	34033	0.863324	0.863324	1.11277
contig_17456	9459	0.0156837	0.0156837	0.0154379
contig_17457	11912	0.128295	0.128295	0.111853
contig_17458	8231	0.432001	0.432001	0.368131
contig_17459	24457	0.813716	0.813716	1.13174
contig_1746	14190	1.20214	1.20214	0.494567
contig_17462	10420	1.51392	1.51392	1.55997
contig_17463	62592	1.49119	1.49119	2.07835
contig_17464	13925	1.02236	1.02236	1.206
contig_17466	11587	0.916324	0.916324	1.8913
contig_17467	8600	1.65006	1.65006	1.21443
contig_17469	29724	1.65926	1.65926	3.86184
contig_1747	11991	0.379444	0.379444	0.975069
contig_17471	6517	1.83022	1.83022	1.00433
contig_17472	6311	0.639831	0.639831	0.595101
contig_17473	5971	0.659165	0.659165	0.396197
contig_17474	38909	1.7784	1.7784	2.62406
contig_17475	13859	1.60369	1.60369	2.88171
contig_17476	52410	3.05013	3.05013	4.66073
contig_17477	5200	1.19644	1.19644	0.56628
contig_17479	8537	0.407893	0.407893	0.391018
contig_1748	92289	6.80872	6.80872	22.509
contig_17481	29585	0.816613	0.816613	0.89715
contig_17482	5228	1.39405	1.39405	0.33849
contig_17484	35006	1.37592	1.37592	2.11611
contig_17485	52547	2.12129	2.12129	1.97693
contig_17486	33709	3.70732	3.70732	30.7077
contig_17487	36244	1.18975	1.18975	1.76691
contig_17489	25815	1.03803	1.03803	1.27886
contig_1749	11132	0.9501	0.9501	0.735697
contig_17490	10955	1.43646	1.43646	0.856109
contig_17491	23095	3.39817	3.39817	5.01809
contig_17492	10577	2.08958	2.08958	0.505449
contig_17493	12999	1.66527	1.66527	1.56502
contig_17495	8627	0.235815	0.235815	0.180229
contig_17496	7749	0.714568	0.714568	0.334051
contig_17497	5161	1.47655	1.47655	0.705768
contig_17498	5965	0.174721	0.174721	0.144214
contig_17499	11758	1.21356	1.21356	0.766397
contig_1750	17670	1.09538	1.09538	1.62144
contig_17500	9435	0.448358	0.448358	0.262218
contig_17501	9677	2.26546	2.26546	1.24751
contig_17502	10388	0.0486423	0.0486423	0.0462879
contig_17503	19827	3.27347	3.27347	1.64101
contig_17504	16628	2.0244	2.0244	2.45112
contig_17505	10906	3.05615	3.05615	3.23666
contig_17506	9573	2.00371	2.00371	2.84103
contig_17507	17321	0.722381	0.722381	1.13804
contig_17508	18753	3.27377	3.27377	6.19394
contig_17509	13257	1.98604	1.98604	3.04913
contig_1751	5726	1.69548	1.69548	0.572006
contig_17511	41516	1.33656	1.33656	1.35628
contig_17512	15478	1.19605	1.19605	0.895953
contig_17513	6108	1.59449	1.59449	0.552682
contig_17514	60321	4.21419	4.21419	8.84557
contig_17515	11136	0.921263	0.921263	0.603813
contig_17516	15782	3.14656	3.14656	3.99965
contig_17517	5707	2.29458	2.29458	3.47016
contig_17518	5084	0.20227	0.20227	0.161382
contig_17519	69442	1.32874	1.32874	2.21457
contig_1752	40683	2.44292	2.44292	14.4168
contig_17520	34113	3.41893	3.41893	9.39839
contig_17522	10573	1.50542	1.50542	1.87193
contig_17523	7504	2.41515	2.41515	1.06026
contig_17524	9155	1.4744	1.4744	4.3908
contig_17525	9030	0.913063	0.913063	1.22963
contig_17526	10045	0.257504	0.257504	0.216688
contig_17527	5274	0.668618	0.668618	0.529239
contig_17528	10076	1.04916	1.04916	0.550575
contig_17529	22293	1.38929	1.38929	1.49101
contig_1753	49438	13.8931	13.8931	34.4827
contig_17530	7275	0.625684	0.625684	0.598942
contig_17531	21565	1.94046	1.94046	3.76475
contig_17533	7853	0.25886	0.25886	0.321129
contig_17539	22983	1.35138	1.35138	1.65673
contig_1754	13631	1.37097	1.37097	1.29613
contig_17541	26127	0.791161	0.791161	1.4431
contig_17542	7038	2.6221	2.6221	0.86679
contig_17543	16369	1.69264	1.69264	1.17635
contig_17544	18728	1.97379	1.97379	2.77161
contig_17545	7863	0.811746	0.811746	0.301408
contig_17546	13695	1.26475	1.26475	2.28574
contig_17547	7606	0.149946	0.149946	0.127468
contig_17548	5295	0	0	0
contig_17549	5480	1.10113	1.10113	0.468472
contig_1755	21413	0.996708	0.996708	2.01775
contig_17550	7566	0.46993	0.46993	0.353273
contig_17551	7566	1.20887	1.20887	1.03481
contig_17552	34640	0.604291	0.604291	2.16511
contig_17554	49953	3.13057	3.13057	5.07154
contig_17555	12151	0.496792	0.496792	0.250004
contig_17556	9963	0.348925	0.348925	0.380119
contig_17557	99950	1.73054	1.73054	3.07684
contig_17558	20974	2.63412	2.63412	3.07413
contig_17559	13349	0.891052	0.891052	1.16777
contig_1756	46592	183.297	183.297	2.95646e+06
contig_17560	12483	0.828833	0.828833	0.790612
contig_17561	31686	0.505993	0.505993	0.887963
contig_17562	20375	0.576069	0.576069	0.893641
contig_17563	6402	1.82806	1.82806	0.579482
contig_17564	15893	1.38735	1.38735	1.38308
contig_17565	12297	5.36239	5.36239	18.8344
contig_17569	21298	0.512673	0.512673	0.770165
contig_1757	117540	2.39433	2.39433	8.13467
contig_17570	11163	0.37601	0.37601	0.324732
contig_17571	16179	1.1093	1.1093	0.75752
contig_17572	8371	1.45554	1.45554	0.68138
contig_17573	6170	1.14419	1.14419	0.49123
contig_17574	7097	4.01094	4.01094	0.947733
contig_17575	9368	10.7113	10.7113	7.16561
contig_17576	5345	0.288162	0.288162	0.29449
contig_17577	40106	0.613925	0.613925	0.859632
contig_17578	28837	1.02311	1.02311	2.82324
contig_17579	18603	1.11733	1.11733	0.784848
contig_1758	8003	1.55597	1.55597	1.1555
contig_17581	25217	1.22795	1.22795	0.992946
contig_17582	12888	0.392134	0.392134	0.470647
contig_17583	31749	2.56033	2.56033	1.58432
contig_17584	38841	2.12933	2.12933	3.99102
contig_17585	72255	1.77932	1.77932	4.39769
contig_17586	7448	1.49575	1.49575	0.919793
contig_17587	15884	2.74692	2.74692	3.96138
contig_17588	32434	4.12288	4.12288	7.40822
contig_17589	6650	1.53123	1.53123	1.2209
contig_1759	9079	0.447531	0.447531	0.574715
contig_17590	17381	1.57559	1.57559	2.11807
contig_17591	10280	1.33682	1.33682	1.0489
contig_17592	12864	0.857008	0.857008	0.735952
contig_17594	30823	2.05868	2.05868	2.43755
contig_17595	65332	0.756973	0.756973	1.09416
contig_17596	9863	0.215278	0.215278	0.262861
contig_17597	81516	2.10707	2.10707	5.82569
contig_17599	51446	2.82932	2.82932	4.56767
contig_176	8165	1.03668	1.03668	1.24827
