contigName	contigLen	totalAvgDepth	mapped_sorted_combined.bam	mapped_sorted_combined.bam-var
contig_15899	42467	4.46102	4.46102	3.03886
contig_159	8611	4.33625	4.33625	6.38359
contig_1590	54754	1.20471	1.20471	1.97741
contig_15900	10412	0.627655	0.627655	0.416798
contig_15902	6280	0	0	0
contig_15903	7489	1.75337	1.75337	0.530068
contig_15907	11846	0.430147	0.430147	0.511587
contig_15908	14181	0.947616	0.947616	0.833322
contig_15909	5090	0.203846	0.203846	0.350581
contig_15911	39103	1.90037	1.90037	1.52149
contig_15912	10838	0.711733	0.711733	0.806574
contig_15913	21332	1.95156	1.95156	2.48036
contig_15914	16973	1.27349	1.27349	0.519213
contig_15915	21438	0.832347	0.832347	0.655881
contig_15916	31431	0.946261	0.946261	1.54384
contig_15917	19276	1.91017	1.91017	3.79764
contig_15918	9563	0.556358	0.556358	0.444681
contig_15919	5791	2.10672	2.10672	1.0279
contig_1592	12140	0.694746	0.694746	0.78955
contig_15920	19876	0.534472	0.534472	0.795304
contig_15922	7566	0.380933	0.380933	0.279556
contig_15923	9318	0.808573	0.808573	0.706773
contig_15924	6734	2.53995	2.53995	0.618179
contig_15926	26731	2.20338	2.20338	2.8338
contig_15927	15028	1.37787	1.37787	4.36692
contig_15928	6519	2.07395	2.07395	0.574125
contig_15929	5113	0.201088	0.201088	0.160692
contig_1593	9377	1.42592	1.42592	0.860637
contig_15930	16040	1.03587	1.03587	1.872
contig_15931	16541	2.04551	2.04551	2.5639
contig_15933	6410	3.03738	3.03738	25.5563
contig_15934	16636	0.654677	0.654677	1.2338
contig_15935	5955	3.64668	3.64668	13.3509
contig_15936	33048	1.0193	1.0193	1.63335
contig_15938	9583	0.829005	0.829005	0.604868
contig_15939	8291	0.174917	0.174917	0.14434
contig_1594	5409	0.284465	0.284465	0.203583
contig_15940	8441	1.86021	1.86021	0.582032
contig_15941	24353	1.45503	1.45503	1.90854
contig_15943	10198	0.48756	0.48756	0.558498
contig_15944	47501	1.16027	1.16027	1.68682
contig_15945	10954	0.94428	0.94428	0.705696
contig_15946	145298	4.06486	4.06486	6.78142
contig_15947	5353	2.31386	2.31386	2.35646
contig_15948	6935	0.514075	0.514075	0.488583
contig_15949	6558	0.156055	0.156055	0.131721
contig_1595	16488	1.90023	1.90023	1.82194
contig_15950	17974	0.454724	0.454724	0.594962
contig_15952	7251	0.903957	0.903957	0.3012
contig_15954	35817	4	4	9.07991
contig_15955	11919	1.66862	1.66862	3.05374
contig_15958	5249	0.967052	0.967052	0.89063
contig_15959	16755	1.85408	1.85408	1.13278
contig_15960	22042	0.837384	0.837384	0.812494
contig_15961	9476	0.186468	0.186468	0.462431
contig_15962	16667	1.55845	1.55845	3.07374
contig_15963	16061	2.08447	2.08447	2.43224
contig_15964	11926	0.0422894	0.0422894	0.0405121
contig_15965	11398	0.963727	0.963727	1.19598
contig_15966	9359	1.64752	1.64752	5.92888
contig_15967	7001	0.425047	0.425047	0.375802
contig_15968	6532	0.568004	0.568004	0.537473
contig_15969	38844	2.30783	2.30783	3.29197
contig_1597	79484	7.18285	7.18285	26.309
contig_15971	39350	1.02847	1.02847	2.46135
contig_15972	9883	0.557074	0.557074	0.590435
contig_15973	6490	1.29669	1.29669	0.220676
contig_15974	9284	1.40585	1.40585	1.3725
contig_15975	20363	1.13575	1.13575	1.08522
contig_15976	66829	2.65554	2.65554	4.04087
contig_15978	88913	1.59794	1.59794	2.07535
contig_15979	61068	3.01939	3.01939	3.04755
contig_1598	29673	3.05274	3.05274	4.39253
contig_15980	5889	2.28751	2.28751	0.735721
contig_15981	7006	0.00787631	0.00787631	0.00781443
contig_15982	8441	0.153419	0.153419	0.249088
contig_15983	7297	1.52372	1.52372	1.03569
contig_15984	6995	0.339956	0.339956	0.330487
contig_15985	13961	1.20404	1.20404	0.890087
contig_15986	5371	5.95192	5.95192	9.92091
contig_15988	8976	0.847836	0.847836	0.713687
contig_15989	5760	0.042959	0.042959	0.0411207
contig_1599	13836	2.18347	2.18347	2.11962
contig_15990	9969	0	0	0
contig_15992	33847	1.584	1.584	2.31919
contig_15993	5945	0.554098	0.554098	0.73382
contig_15994	5510	0.652799	0.652799	0.593502
contig_15995	14895	0.337403	0.337403	0.561322
contig_15997	14479	1.65943	1.65943	2.06722
contig_15999	18659	1.7405	1.7405	2.08697
contig_160	10503	1.35671	1.35671	1.41354
contig_1600	124437	9.91997	9.91997	15.3768
contig_16000	16379	1.23994	1.23994	1.47409
contig_16001	6246	0.967684	0.967684	1.02065
contig_16002	5816	0.189905	0.189905	0.153874
contig_16003	7376	0.00664268	0.00664268	0.00659941
contig_16004	8310	0.640319	0.640319	0.849576
contig_16006	52338	1.14084	1.14084	1.40562
contig_16008	12966	1.59028	1.59028	1.8645
contig_16009	23680	0.485168	0.485168	1.10139
contig_1601	16435	2.1685	2.1685	1.9645
contig_16010	7445	2.45661	2.45661	0.815233
contig_16011	12151	0.867761	0.867761	1.0559
contig_16013	133100	1.81799	1.81799	5.21806
contig_16014	33558	0.418762	0.418762	1.08802
contig_16015	43326	1.96977	1.96977	2.61719
contig_16018	14066	3.04189	3.04189	2.00071
contig_1602	13945	0.182167	0.182167	0.148993
contig_16020	8718	5.09606	5.09606	3.95018
contig_16023	6444	1.06339	1.06339	0.370808
contig_16024	14881	1.4999	1.4999	0.633201
contig_16025	24589	1.31851	1.31851	1.89336
contig_16027	9037	0	0	0
contig_16028	11275	0.762607	0.762607	1.15367
contig_16029	11613	2.03376	2.03376	3.10094
contig_1603	51251	3.24027	3.24027	16.0787
contig_16030	8830	0	0	0
contig_16031	17908	1.40579	1.40579	1.48551
contig_16032	5897	0.972333	0.972333	0.614082
contig_16033	12513	0.918305	0.918305	0.788402
contig_16034	14330	2.63561	2.63561	2.8252
contig_16035	43314	2.58746	2.58746	3.32605
contig_16036	5626	1.26351	1.26351	0.628773
contig_16037	16501	2.39728	2.39728	1.30398
contig_1604	20995	4.27983	4.27983	12.5771
contig_16040	44429	1.74351	1.74351	3.19556
contig_16041	33152	0.854463	0.854463	1.41807
contig_16042	28456	2.61224	2.61224	2.82841
contig_16043	18151	0.692684	0.692684	0.89416
contig_16044	6964	1.54036	1.54036	0.556041
contig_16045	8851	0.791863	0.791863	0.501828
contig_16046	6443	1.97807	1.97807	1.0367
contig_16049	48029	3.92715	3.92715	13.0086
contig_1605	19725	1.85635	1.85635	1.01719
contig_16051	6524	1.68293	1.68293	0.70645
contig_16052	19126	1.18155	1.18155	1.59913
contig_16053	53114	0.959218	0.959218	1.29861
contig_16054	14665	0.125732	0.125732	0.170757
contig_16055	7485	0.98214	0.98214	0.296509
contig_16057	8455	1.38688	1.38688	2.79153
contig_16058	5782	2.23278	2.23278	1.86143
contig_16059	14041	1.04679	1.04679	1.8271
contig_1606	23372	3.97791	3.97791	3.17488
contig_16060	50955	0.863143	0.863143	2.20842
contig_16061	31022	1.3267	1.3267	2.29284
contig_16062	13322	1.24901	1.24901	0.980775
contig_16065	5559	0.768164	0.768164	0.397429
contig_16067	49638	1.04474	1.04474	2.01394
contig_16069	5340	0.741426	0.741426	0.568332
contig_1607	21952	2.06564	2.06564	2.23834
contig_16070	7385	0.275605	0.275605	0.251925
contig_16072	6500	1.63701	1.63701	1.95498
contig_16074	9384	5.21681	5.21681	3.12909
contig_16075	16760	2.2811	2.2811	3.73725
contig_16076	70722	0.680681	0.680681	0.982046
contig_16077	6303	1.13944	1.13944	2.5345
contig_16078	12476	5.0176	5.0176	20.5994
contig_16079	10823	0.669821	0.669821	0.418158
contig_16081	7007	1.09056	1.09056	0.302627
contig_16083	23952	3.07441	3.07441	5.56901
contig_16084	31842	0.708602	0.708602	0.681848
contig_16085	29580	1.69168	1.69168	3.04141
contig_16086	74751	3.27874	3.27874	5.08109
contig_16089	6196	2.587	2.587	1.97353
contig_16090	9058	2.12551	2.12551	1.2252
contig_16091	6296	0.0831435	0.0831435	0.0762538
contig_16092	6566	1.85349	1.85349	1.04232
contig_16097	22384	2.1513	2.1513	1.3057
contig_16098	9826	0.360066	0.360066	1.01085
contig_16099	8613	2.37812	2.37812	1.55234
contig_161	5140	1.96152	1.96152	2.10879
contig_1610	212688	3.20304	3.20304	11.7147
contig_16100	8774	0.502667	0.502667	0.437429
contig_16101	14100	0.0358423	0.0358423	0.0345577
contig_16102	27693	2.82297	2.82297	3.89711
contig_16103	17855	2.1268	2.1268	3.45771
contig_16105	7433	4.20582	4.20582	3.70237
contig_16106	10111	0.860857	0.860857	0.863856
contig_16108	15565	0.837042	0.837042	0.848076
contig_16109	11289	0.816321	0.816321	0.76388
contig_1611	10578	0.805619	0.805619	1.17991
contig_16110	29230	0.779608	0.779608	0.792067
contig_16111	33584	0.881019	0.881019	1.69146
contig_16112	12699	1.32194	1.32194	1.55857
contig_16113	6444	0.630124	0.630124	0.731675
contig_16114	10418	0	0	0
contig_16115	28544	0.329084	0.329084	0.666838
contig_16116	21258	1.11356	1.11356	1.07562
contig_16117	9682	0.459085	0.459085	0.459213
contig_16118	8737	0.721206	0.721206	0.430005
contig_16119	15841	0.535339	0.535339	0.728316
contig_1612	5767	0	0	0
contig_16120	6799	1.56099	1.56099	1.12475
contig_16121	8667	0.951391	0.951391	0.969534
contig_16122	16688	0.753779	0.753779	0.858865
contig_16123	11979	0.409418	0.409418	0.604092
contig_16124	12560	0.682353	0.682353	1.2313
contig_16125	13498	4.17718	4.17718	9.96925
contig_16126	8562	1.24465	1.24465	1.54807
contig_16127	13803	3.66418	3.66418	7.42061
contig_16128	9843	0.281337	0.281337	0.248799
contig_16129	7835	1.21835	1.21835	0.978378
contig_1613	11755	1.91357	1.91357	3.66416
contig_16130	5823	1.25366	1.25366	0.542351
contig_16131	47297	0.537001	0.537001	0.738157
contig_16132	10506	1.52675	1.52675	0.53312
contig_16134	33877	0.902274	0.902274	0.597755
contig_16135	6825	0.22412	0.22412	0.251193
contig_16136	10430	1.68395	1.68395	0.744276
contig_16138	6233	0.520302	0.520302	0.40584
contig_1614	85392	8.6729	8.6729	13.1602
contig_16140	13196	1.02054	1.02054	0.74161
contig_16141	12121	0.832345	0.832345	1.01807
contig_16142	15498	1.336	1.336	1.1611
contig_16144	5339	2.00578	2.00578	4.48755
contig_16145	31793	2.15725	2.15725	4.57907
contig_16146	5885	1.40889	1.40889	1.02728
contig_16147	19056	1.07881	1.07881	1.27617
contig_16148	7111	0.801465	0.801465	0.497059
contig_16149	7964	2.2978	2.2978	1.41001
contig_1615	10447	3.09721	3.09721	2.1103
contig_16150	6136	1.5446	1.5446	0.830186
contig_16151	26938	0.733164	0.733164	1.3537
contig_16152	68465	3.48566	3.48566	19.6887
contig_16154	8871	1.92122	1.92122	3.34363
contig_16155	10551	0.824728	0.824728	0.835006
contig_16156	14023	1.75088	1.75088	1.79798
contig_16157	12545	0.249133	0.249133	0.551118
contig_16158	10173	1.20822	1.20822	1.07226
contig_16159	7203	0.908833	0.908833	0.261247
contig_16160	19351	1.00646	1.00646	1.20613
contig_16161	10274	1.34394	1.34394	2.30474
contig_16163	5884	0.412626	0.412626	0.41474
contig_16164	7713	0.452069	0.452069	0.247711
contig_16165	37969	1.04157	1.04157	1.39581
contig_16166	43652	0.77955	0.77955	0.935931
contig_16167	24639	3.73666	3.73666	3.14382
contig_16168	9392	0.849059	0.849059	0.558649
contig_16169	30996	2.15616	2.15616	1.36635
contig_1617	39425	1.5184	1.5184	2.54646
contig_16170	18227	1.75521	1.75521	0.963469
contig_16171	14722	1.3364	1.3364	2.52603
contig_16172	40797	0.754324	0.754324	1.87116
contig_16177	22672	6.37368	6.37368	72.4642
contig_16178	9686	1.10298	1.10298	1.88324
contig_16179	6953	0.971777	0.971777	1.02739
contig_1618	10629	2.58088	2.58088	2.90326
contig_16180	5941	0.690036	0.690036	0.557285
contig_16182	7555	1.06144	1.06144	0.721607
contig_16183	30230	1.92271	1.92271	2.17317
contig_16184	6325	0.161296	0.161296	0.135299
contig_16185	10934	1.05684	1.05684	1.15089
contig_16186	7530	0.401626	0.401626	0.655239
contig_16187	38504	0.850107	0.850107	0.877073
contig_16188	5629	0.542617	0.542617	0.520972
contig_16189	9558	2.04634	2.04634	1.95107
contig_1619	33959	1.13609	1.13609	1.97699
contig_16191	7670	0.569814	0.569814	1.01654
contig_16192	85200	1.63987	1.63987	2.52545
contig_16193	10374	0.18662	0.18662	0.242212
contig_16194	13230	0.86208	0.86208	0.442493
contig_16195	5654	0.996548	0.996548	0.899684
contig_16196	7306	0.208217	0.208217	0.16487
contig_16197	6400	1.4808	1.4808	0.352721
contig_16198	5750	0.223571	0.223571	0.173622
contig_16199	17873	2.18789	2.18789	3.72961
contig_162	5419	2.22148	2.22148	388.906
contig_1620	12960	1.21288	1.21288	1.20909
contig_16200	10985	0.51066	0.51066	0.676871
contig_16201	8037	0.823761	0.823761	0.576558
contig_16202	18147	1.16636	1.16636	1.87891
contig_16203	19737	0.789248	0.789248	0.642543
contig_16205	16199	1.21135	1.21135	0.938735
contig_16206	15989	1.4684	1.4684	0.863387
contig_16207	20755	0.562825	0.562825	0.556295
contig_16208	7022	1.17302	1.17302	1.13278
contig_1621	198457	0.630401	0.630401	0.925912
contig_16210	11605	9.61973	9.61973	36.0251
contig_16212	6351	10.9076	10.9076	5.97004
contig_16214	39765	0.3169	0.3169	0.849147
contig_16215	47738	0.783517	0.783517	1.33672
contig_16216	5421	1.1586	1.1586	0.928216
contig_16217	9274	0.788689	0.788689	0.502546
contig_16218	28763	3.37965	3.37965	4.13322
contig_1622	21768	0.346979	0.346979	0.657456
contig_16220	45804	2.36433	2.36433	6.43043
contig_16221	6372	0.929926	0.929926	0.498206
contig_16222	6756	1.3521	1.3521	1.86541
contig_16223	7808	0.993863	0.993863	0.621474
contig_16224	5999	2.24312	2.24312	0.709628
contig_16225	9360	0.996308	0.996308	1.88369
contig_16226	9014	0.606949	0.606949	1.87935
contig_1623	11467	4.82734	4.82734	29.3813
contig_16231	121222	2.01046	2.01046	2.64808
contig_16234	10216	0.781542	0.781542	0.557823
contig_16235	6236	0.0027933	0.0027933	0.00278581
contig_16236	6210	1.45281	1.45281	0.606934
contig_16237	14686	0.393575	0.393575	0.604265
contig_16238	8219	1.11228	1.11228	1.27924
contig_16239	5691	1.26042	1.26042	0.876403
contig_1624	18504	1.52207	1.52207	0.506275
contig_16241	7796	1.85443	1.85443	1.2897
contig_16242	12344	2.29515	2.29515	7.20654
contig_16244	17584	0.0571871	0.0571871	0.0539253
contig_16245	6846	0.653076	0.653076	0.404649
contig_16246	24046	2.50046	2.50046	3.82144
contig_16247	9708	2.26156	2.26156	0.604842
contig_16248	11931	1.14498	1.14498	0.791967
contig_16249	14619	1.02398	1.02398	0.681526
contig_1625	7101	0	0	0
contig_16250	20825	2.66452	2.66452	4.90646
contig_16251	19262	1.17638	1.17638	1.65255
contig_16252	56924	1.91242	1.91242	3.98298
contig_16253	14293	2.28721	2.28721	2.40738
contig_16255	15980	3.57025	3.57025	7.35651
contig_16256	29444	6.86434	6.86434	9.50481
contig_16257	5727	2.12301	2.12301	3.68649
contig_16258	26384	0.743272	0.743272	1.04895
contig_16259	29360	1.43745	1.43745	2.84112
contig_1626	42521	2.18192	2.18192	5.06872
contig_16260	16685	1.05104	1.05104	0.653
contig_16261	15548	1.56981	1.56981	1.39496
contig_16262	11497	1.16295	1.16295	0.857023
contig_16263	6735	0.486409	0.486409	0.613433
contig_16265	14203	1.19839	1.19839	2.71427
contig_16266	10396	1.28177	1.28177	1.46086
contig_16267	5278	2.94013	2.94013	1.5683
contig_16269	39969	2.25159	2.25159	2.61946
contig_1627	5820	0.506878	0.506878	0.660945
contig_16270	7238	0.8489	0.8489	0.484987
contig_16271	8780	0.23175	0.23175	0.258489
contig_16272	16614	2.85459	2.85459	2.77286
contig_16273	11346	1.3846	1.3846	1.84305
contig_16274	28978	1.31837	1.31837	1.69983
contig_16275	37434	0.749973	0.749973	1.24247
contig_16277	13766	0.976498	0.976498	0.716137
contig_16278	11262	0.5018	0.5018	0.337342
contig_1628	83011	2.49225	2.49225	4.97826
contig_16280	25438	0.961286	0.961286	1.27977
contig_16281	34173	2.24751	2.24751	3.94746
contig_16282	19924	1.58896	1.58896	1.82464
contig_16283	15548	0.675477	0.675477	0.454425
contig_16284	6984	1.92303	1.92303	0.778195
contig_16285	6853	0.510667	0.510667	0.314683
contig_16286	9239	0.519749	0.519749	0.535272
contig_16287	8390	2.36905	2.36905	4.08002
contig_16288	23446	2.50129	2.50129	3.01521
contig_1629	7714	0.461528	0.461528	0.723218
contig_16292	77461	2.09649	2.09649	4.34942
contig_16293	12103	2.0758	2.0758	2.12309
contig_16295	53378	1.42487	1.42487	1.44246
contig_16296	15839	1.27	1.27	0.749877
contig_16297	11610	4.50724	4.50724	60.5505
contig_16298	13555	0.51533	0.51533	0.621937
contig_16299	14762	1.62052	1.62052	2.70969
contig_163	26248	0.629014	0.629014	0.896867
contig_16300	7107	0.710076	0.710076	0.623933
contig_16301	45137	1.56972	1.56972	1.84301
contig_16302	8789	1.28545	1.28545	0.958514
contig_16303	11743	0.72354	0.72354	0.499744
contig_16304	19531	1.55338	1.55338	1.32053
contig_16306	12475	0.596268	0.596268	0.403985
contig_16307	15798	2.00128	2.00128	2.52544
contig_16308	10897	0.987438	0.987438	1.02683
contig_16309	44354	2.5383	2.5383	5.09972
contig_1631	8476	4.33341	4.33341	8.35578
contig_16310	6361	1.43584	1.43584	0.462339
contig_16311	16811	0.568453	0.568453	1.15819
contig_16313	56770	3.80821	3.80821	2.1889
contig_16315	7136	3.61323	3.61323	45.7821
contig_16316	71667	1.49374	1.49374	1.93347
contig_16317	28748	0.502308	0.502308	0.685701
contig_16318	5203	1.68949	1.68949	0.783024
contig_16319	7109	1.61977	1.61977	1.08791
contig_1632	216116	4.76575	4.76575	5.95215
contig_16320	11392	0.600249	0.600249	0.732673
contig_16321	55706	1.24739	1.24739	2.70915
contig_16322	11268	1.30851	1.30851	1.04644
contig_16323	12927	1.28528	1.28528	1.43264
contig_16324	29166	1.40526	1.40526	2.45052
contig_16325	12517	0.639848	0.639848	0.273775
contig_16326	16121	1.47474	1.47474	4.56241
contig_16327	7753	0.723925	0.723925	0.975129
contig_16329	6900	1.37407	1.37407	0.55245
contig_1633	8231	0.986264	0.986264	0.990501
contig_16330	8405	1.10709	1.10709	0.601481
contig_16331	10219	2.66094	2.66094	1.56758
contig_16332	16959	1.84015	1.84015	2.225
contig_16333	6177	6.81251	6.81251	2.60075
contig_16334	18408	3.36515	3.36515	1.92658
contig_16335	20945	0.707285	0.707285	0.85448
contig_16336	19651	1.41306	1.41306	1.29639
contig_16337	111736	2.4228	2.4228	4.25919
contig_16338	8967	4.80424	4.80424	9.55021
contig_16339	11804	1.02094	1.02094	1.1218
contig_1634	7843	0.648382	0.648382	0.461746
contig_16340	8004	1.97441	1.97441	0.896742
contig_16341	8620	2.7039	2.7039	3.4445
contig_16343	64074	1.3214	1.3214	1.861
contig_16344	6117	1.35143	1.35143	1.13239
contig_16345	5230	0.729331	0.729331	0.584546
contig_16346	34022	1.62063	1.62063	2.41849
contig_16347	6262	1.03043	1.03043	1.28633
contig_16348	6013	0.907556	0.907556	1.83719
contig_16349	12754	0.661457	0.661457	0.721242
contig_16351	8749	1.57449	1.57449	1.28896
contig_16352	5521	0.608639	0.608639	0.556273
contig_16353	13875	0.363133	0.363133	0.989927
contig_16354	13026	2.9336	2.9336	11.8488
contig_16355	46747	2.48595	2.48595	2.9626
contig_16356	6492	2.56307	2.56307	2.22374
contig_16357	6036	0.169215	0.169215	0.290169
contig_16358	35596	2.0373	2.0373	3.91035
contig_16359	7574	0.786234	0.786234	0.865981
contig_1636	6476	0.228897	0.228897	0.176533
contig_16360	14808	1.11188	1.11188	3.09918
contig_16361	15184	1.69097	1.69097	1.23398
contig_16362	15049	0.731324	0.731324	0.663008
contig_16363	13299	1.37159	1.37159	8.42369
contig_16364	31034	1.63703	1.63703	3.21602
contig_16365	19212	2.21619	2.21619	2.49069
contig_16366	12887	1.06532	1.06532	0.814275
contig_16368	17635	0.949442	0.949442	0.7303
contig_16369	27269	3.83705	3.83705	26.414
contig_1637	19169	5.9612	5.9612	10.0234
contig_16370	6276	1.67369	1.67369	1.99191
contig_16371	12170	1.31123	1.31123	2.5678
contig_16374	10635	1.45932	1.45932	1.29532
contig_16376	6756	3.60914	3.60914	2.86637
contig_16377	9151	1.54672	1.54672	1.24942
contig_16379	10048	2.2056	2.2056	1.23446
contig_1638	13431	2.07635	2.07635	1.46849
contig_16380	6944	2.6859	2.6859	10.035
contig_16381	5458	0.65373	0.65373	0.748694
contig_16382	16532	2.30277	2.30277	1.78831
contig_16384	18235	0.394802	0.394802	0.358423
contig_16385	63380	0.55956	0.55956	0.814786
contig_16386	22011	3.00627	3.00627	5.97535
contig_16387	22894	2.52212	2.52212	7.47266
contig_16388	9667	0.0525376	0.0525376	0.0497761
contig_16389	16870	2.34761	2.34761	2.38586
contig_16390	6765	1.03991	1.03991	0.741074
contig_16391	5827	3.27109	3.27109	2.28108
contig_16393	16728	5.30215	5.30215	26.0774
contig_16394	16326	0.0924827	0.0924827	0.0839291
contig_16395	9679	1.29174	1.29174	0.378799
contig_16396	7450	0.956164	0.956164	1.39551
contig_16397	10296	1.07333	1.07333	0.972843
contig_16398	11639	1.16729	1.16729	0.819373
contig_16399	7687	0.81969	0.81969	1.30148
contig_164	16535	1.83674	1.83674	1.59466
contig_16401	7506	0.237357	0.237357	0.315969
contig_16402	10236	1.59211	1.59211	1.3029
contig_16403	34994	1.68781	1.68781	4.7344
contig_16404	13837	1.19529	1.19529	2.13854
contig_16405	11558	1.74842	1.74842	1.40722
contig_16406	9238	1.0252	1.0252	0.934232
contig_16407	36549	2.34619	2.34619	4.39892
contig_16408	5893	0.073829	0.073829	0.0683901
contig_16410	168498	2.63077	2.63077	4.73857
contig_16413	40264	1.51511	1.51511	1.36528
contig_16414	6848	1.32353	1.32353	0.727772
contig_16415	19604	1.91076	1.91076	1.55402
contig_16417	14004	0.993792	0.993792	0.652701
contig_16418	7883	0.698306	0.698306	0.762426
contig_16419	99005	1.82608	1.82608	4.35531
contig_16420	14813	0.536657	0.536657	0.761346
contig_16421	5219	0.686921	0.686921	0.797181
contig_16422	9043	1.54301	1.54301	1.27071
contig_16426	24962	1.59822	1.59822	1.56899
contig_16427	19323	2.61613	2.61613	1.80043
contig_16428	16795	1.74088	1.74088	2.45756
contig_16429	25302	1.36216	1.36216	1.18117
contig_16430	7144	0.299399	0.299399	0.52723
contig_16431	240218	3.35163	3.35163	4.39672
contig_16433	58457	2.13751	2.13751	2.2634
contig_16434	7623	1.07413	1.07413	0.701161
contig_16435	5994	1.05527	1.05527	0.486625
contig_16438	23480	2.00956	2.00956	8.85555
contig_16439	81195	1.06316	1.06316	1.34235
contig_1644	12363	0.320806	0.320806	0.415488
contig_16440	7109	1.99555	1.99555	0.47985
contig_16441	7379	0.949371	0.949371	0.383434
contig_16442	34053	1.09509	1.09509	1.22188
contig_16443	7492	1.95982	1.95982	0.773612
contig_16444	18410	0.360734	0.360734	0.372146
contig_16445	9021	0.552813	0.552813	0.614102
contig_16446	7014	1.07051	1.07051	0.470289
contig_16447	63793	1.05883	1.05883	1.68834
contig_16448	13325	0.308994	0.308994	0.291112
contig_16449	13663	1.71265	1.71265	1.65537
contig_1645	7315	0.96776	0.96776	0.623024
contig_16450	9547	1.86943	1.86943	0.740835
contig_16451	89233	3.89789	3.89789	7.60469
contig_16452	6660	2.07435	2.07435	0.636026
contig_16453	8996	1.76249	1.76249	0.977304
contig_16454	8188	0.330679	0.330679	0.280106
contig_16455	41015	0.896953	0.896953	1.41479
contig_16456	24913	1.35404	1.35404	1.78485
contig_16459	13823	0.329847	0.329847	0.26323
contig_1646	16317	1.13385	1.13385	2.13346
contig_16460	5615	0.958646	0.958646	0.956199
contig_16461	10982	0.444886	0.444886	0.441406
contig_16462	5511	2.13057	2.13057	0.655696
contig_16463	9967	3.33473	3.33473	6.67227
contig_16464	5107	0	0	0
contig_16465	11456	0.637095	0.637095	0.418404
contig_16466	7579	2.38579	2.38579	2.18378
contig_16467	22187	0.432046	0.432046	0.558765
contig_16468	14899	0.772798	0.772798	0.694758
contig_1647	68897	8.59306	8.59306	31.9036
contig_16470	14319	1.84995	1.84995	1.32405
contig_16471	13605	1.03263	1.03263	1.04942
contig_16472	7436	0.247735	0.247735	0.284399
contig_16474	16780	2.05689	2.05689	2.16091
contig_16475	12537	0.738758	0.738758	1.06147
contig_16476	27198	2.27074	2.27074	2.95805
contig_16477	185000	4.24029	4.24029	9.66469
contig_16478	38322	2.85413	2.85413	4.93105
contig_16479	46893	1.83133	1.83133	2.20277
contig_1648	187890	7.98936	7.98936	57.9672
contig_16481	7490	1.08733	1.08733	1.55893
contig_16482	65402	2.06457	2.06457	4.4135
contig_16483	6966	2.19689	2.19689	2.89297
contig_16484	10320	1.93166	1.93166	0.5485
contig_16485	6647	0.153148	0.153148	0.12972
contig_16486	7402	1.5575	1.5575	0.865408
contig_16488	5771	0.785803	0.785803	1.61685
contig_16489	14696	1.39612	1.39612	0.484378
contig_16490	5234	1.13395	1.13395	0.984812
contig_16494	7723	2.075	2.075	1.51894
contig_16495	10970	1.33346	1.33346	0.628079
contig_16497	7624	0.256891	0.256891	0.322858
contig_16498	5920	1.98596	1.98596	4.10792
contig_16499	6774	5.02702	5.02702	21.2196
contig_165	30827	49.0214	49.0214	107969
contig_1650	18140	2.27754	2.27754	4.72931
contig_16500	5106	5.28914	5.28914	198.066
contig_16501	8855	2.35864	2.35864	1.23176
contig_16502	6257	2.42885	2.42885	1.19026
contig_16503	38065	0.809996	0.809996	1.17174
contig_16505	7358	2.06493	2.06493	0.602395
contig_16509	8956	4.59039	4.59039	7.46443
contig_16510	15855	2.078	2.078	5.95591
contig_16511	6659	1.52589	1.52589	0.542573
contig_16512	8264	1.11277	1.11277	0.636238
contig_16515	14909	1.80879	1.80879	3.09298
contig_16517	26522	0.942325	0.942325	1.36176
contig_16518	19929	1.91729	1.91729	2.00629
contig_16519	80586	2.60167	2.60167	3.81398
contig_16522	7648	1.00747	1.00747	0.554266
contig_16523	24364	0.56744	0.56744	0.539282
contig_16524	24615	1.15214	1.15214	1.77576
contig_16525	8506	0.766874	0.766874	1.28423
contig_16526	9058	0.963179	0.963179	1.72874
contig_16527	13627	1.36744	1.36744	1.5611
contig_16528	9181	8.03532	8.03532	488.134
contig_16529	7462	1.0573	1.0573	0.447126
contig_1653	15816	2.12415	2.12415	12.4881
contig_16530	21228	0.356628	0.356628	0.925785
contig_16531	82228	3.23166	3.23166	3.94566
contig_16532	22570	1.56798	1.56798	3.71712
contig_16534	11075	1.02563	1.02563	0.494009
contig_16535	10035	0.555387	0.555387	0.860761
contig_16536	17859	1.27308	1.27308	2.77617
contig_16538	40617	1.09398	1.09398	1.56755
contig_16539	18168	9.3673	9.3673	7.12288
contig_1654	5623	1.17066	1.17066	1.41391
contig_16541	26103	2.46896	2.46896	2.20808
contig_16542	6590	1.4545	1.4545	1.16142
contig_16543	9406	1.65882	1.65882	0.873715
contig_16544	15625	3.2104	3.2104	1.53823
contig_16545	19094	2.98554	2.98554	9.95257
contig_16547	15460	0.806401	0.806401	1.04278
contig_16548	13703	0.404929	0.404929	0.263415
contig_1655	8175	1.68897	1.68897	0.713523
contig_16551	14488	1.30395	1.30395	1.38261
contig_16553	14121	2.4878	2.4878	1.53196
contig_16554	22256	0.0743237	0.0743237	0.107604
contig_16555	10613	1.38134	1.38134	1.01253
contig_16556	9153	2.13873	2.13873	2.42576
contig_16557	5709	0	0	0
contig_16558	11388	2.1809	2.1809	1.18662
contig_16559	9164	1.02385	1.02385	0.538508
