contigName	contigLen	totalAvgDepth	mapped_sorted_secondRun.bam	mapped_sorted_secondRun.bam-var
contig_11182	5656	2.72267	2.72267	1.85426
contig_11183	9280	1.76703	1.76703	1.79116
contig_11184	7249	0.768418	0.768418	0.793653
contig_11185	6876	0.894142	0.894142	1.68932
contig_11189	9203	4.49519	4.49519	16.9341
contig_1119	8036	0.0634035	0.0634035	0.0593919
contig_11190	8610	0.235934	0.235934	0.180285
contig_11191	10522	1.53866	1.53866	3.36231
contig_11192	6316	1.66186	1.66186	0.567029
contig_11193	34499	1.23675	1.23675	2.09389
contig_11195	8493	0.473691	0.473691	0.404937
contig_11197	12263	1.2101	1.2101	1.6242
contig_11198	15415	1.21441	1.21441	1.12404
contig_11199	7166	1.06642	1.06642	0.51361
contig_112	182864	4.19789	4.19789	6.64392
contig_1120	19775	1.2187	1.2187	1.17586
contig_11200	8369	0.910208	0.910208	0.716509
contig_11201	5466	1.70316	1.70316	0.598604
contig_11203	6239	1.80407	1.80407	0.396681
contig_11204	5393	2.28571	2.28571	19.5994
contig_11205	7937	1.413	1.413	1.05779
contig_11207	5167	2.38848	2.38848	0.348438
contig_11208	25897	1.4486	1.4486	1.64585
contig_1121	12848	1.18987	1.18987	0.774962
contig_11210	8817	0.638052	0.638052	0.465726
contig_11211	6303	0.929465	0.929465	1.10617
contig_11212	7178	1.35615	1.35615	0.778391
contig_11214	9744	2.79904	2.79904	1.66625
contig_11215	30148	3.32362	3.32362	8.51575
contig_11216	5465	2.91778	2.91778	0.658116
contig_11217	14139	6.05233	6.05233	11.5218
contig_11218	9384	0	0	0
contig_11219	10810	1.1863	1.1863	1.35421
contig_1122	9770	0.673805	0.673805	1.04946
contig_11220	10083	1.93345	1.93345	1.80237
contig_11221	18907	1.51991	1.51991	2.50511
contig_11223	11288	2.49704	2.49704	2.2965
contig_11225	12361	0.978134	0.978134	2.00579
contig_11226	10796	0.608867	0.608867	0.594914
contig_11227	30363	1.40883	1.40883	3.12636
contig_11228	6078	2.04403	2.04403	0.625887
contig_1123	32240	1.30187	1.30187	2.46595
contig_11230	15196	2.2404	2.2404	3.56901
contig_11231	9573	1.0642	1.0642	1.14881
contig_11232	10474	3.07972	3.07972	1.7669
contig_11233	7138	1.15856	1.15856	0.713354
contig_11234	5548	1.91719	1.91719	0.678174
contig_11235	6847	1.46991	1.46991	0.928351
contig_11236	7400	1.2931	1.2931	0.811423
contig_11237	11278	1.86215	1.86215	1.91082
contig_11238	8020	1.04447	1.04447	0.691619
contig_11239	5949	2.3254	2.3254	0.610724
contig_1124	18149	1.37791	1.37791	1.05261
contig_11240	8267	2.50979	2.50979	1.52956
contig_11241	8131	0.0528756	0.0528756	0.0500971
contig_11242	14937	1.42761	1.42761	1.01531
contig_11243	16552	0.147482	0.147482	0.337086
contig_11245	6987	1.09098	1.09098	0.51718
contig_11246	6711	0.744704	0.744704	0.943837
contig_11247	5389	0.490743	0.490743	0.390879
contig_11249	6121	1.3996	1.3996	0.435628
contig_1125	5930	1.93772	1.93772	2.509
contig_11250	5264	1.66543	1.66543	0.655273
contig_11251	6066	1.99899	1.99899	0.830462
contig_11253	9558	2.86108	2.86108	6.94422
contig_11254	6930	0.992625	0.992625	0.595311
contig_11255	7614	0.987004	0.987004	0.620898
contig_11256	5067	0.820216	0.820216	0.481518
contig_11257	15875	0.543657	0.543657	0.810316
contig_11258	10846	1.03515	1.03515	0.873437
contig_11259	7368	0.712109	0.712109	1.03503
contig_1126	15587	2.19401	2.19401	3.71895
contig_11260	5257	1.24966	1.24966	0.657362
contig_11261	16553	0.850271	0.850271	1.21023
contig_11262	19911	2.04691	2.04691	1.54289
contig_11263	9979	0.664462	0.664462	0.773691
contig_11264	31108	2.37554	2.37554	1.7136
contig_11265	6159	1.69246	1.69246	0.539864
contig_11267	7860	0.59559	0.59559	0.544711
contig_11268	18963	1.42455	1.42455	1.06031
contig_11269	22868	1.40382	1.40382	1.76961
contig_1127	9878	0.711554	0.711554	0.300503
contig_11270	8292	1.57197	1.57197	1.11884
contig_11271	8432	1.48189	1.48189	0.967765
contig_11272	42833	3.5207	3.5207	8.00623
contig_11273	29629	1.41681	1.41681	1.90799
contig_11274	6091	0.990406	0.990406	0.764409
contig_11276	9044	0.887677	0.887677	1.27578
contig_11277	13847	0.671607	0.671607	0.551831
contig_11278	17753	1.76186	1.76186	1.83848
contig_11279	6640	1.55639	1.55639	0.678659
contig_1128	27364	1.46351	1.46351	3.27485
contig_11280	11123	1.15684	1.15684	0.679113
contig_11282	11194	2.52762	2.52762	0.856367
contig_11283	14307	3.21156	3.21156	5.93551
contig_11284	38195	0.798055	0.798055	1.40683
contig_11285	8259	4.39388	4.39388	21.3533
contig_11286	5390	0.651908	0.651908	0.897296
contig_11287	10849	1.96523	1.96523	0.447275
contig_11288	19772	1.99108	1.99108	2.04021
contig_11289	10556	1.87555	1.87555	0.612166
contig_11290	14112	2.18414	2.18414	3.10478
contig_11291	12417	0.163039	0.163039	0.210345
contig_11292	12736	1.29835	1.29835	1.1361
contig_11293	10113	1.20114	1.20114	0.98866
contig_11294	11800	1.06361	1.06361	1.4261
contig_11295	48642	2.488	2.488	3.04987
contig_11296	5186	1.37311	1.37311	0.867122
contig_11297	15811	0.736543	0.736543	0.615165
contig_11298	5796	2.1881	2.1881	0.72884
contig_11299	14793	1.09315	1.09315	1.0276
contig_113	8191	3.05136	3.05136	0.497261
contig_1130	6684	3.21732	3.21732	4.14291
contig_11300	80403	1.86181	1.86181	1.93823
contig_11302	12160	1.01324	1.01324	0.940589
contig_11304	27730	0.738796	0.738796	0.807584
contig_11305	10833	0.624918	0.624918	0.636753
contig_11307	6269	1.70257	1.70257	0.560411
contig_11308	5474	2.04189	2.04189	0.863328
contig_11309	31102	1.66606	1.66606	2.3621
contig_1131	7645	2.37919	2.37919	2.19208
contig_11312	42315	0.818001	0.818001	1.2672
contig_11313	9494	1.22014	1.22014	0.64152
contig_11314	27440	2.0125	2.0125	2.27018
contig_11315	8118	0	0	0
contig_11316	8976	1.13154	1.13154	1.65055
contig_11317	8183	0.106187	0.106187	0.193487
contig_11318	5781	2.11028	2.11028	0.583744
contig_11319	17758	1.45582	1.45582	1.64533
contig_11320	15322	2.41702	2.41702	2.73619
contig_11322	5464	1.48306	1.48306	1.07415
contig_11323	18092	2.16648	2.16648	1.52732
contig_11324	5249	1.88802	1.88802	0.100248
contig_11325	5373	2.1974	2.1974	1.04401
contig_11326	7915	1.58545	1.58545	0.507815
contig_11327	19385	1.6288	1.6288	1.4448
contig_11328	10719	2.37572	2.37572	2.05116
contig_11329	5258	0.283477	0.283477	0.203169
contig_1133	7305	0.9297	0.9297	0.788271
contig_11330	12974	1.38537	1.38537	0.726464
contig_11331	7394	1.99006	1.99006	1.48797
contig_11332	12931	2.37376	2.37376	0.826715
contig_11333	8742	2.46194	2.46194	2.06368
contig_11335	17248	0.374722	0.374722	0.394186
contig_11336	15525	1.29301	1.29301	0.884982
contig_11337	6319	1.96142	1.96142	1.0494
contig_11338	8860	2.58553	2.58553	1.48489
contig_11339	7567	0.651072	0.651072	0.596375
contig_1134	8269	0.757852	0.757852	1.75385
contig_11340	7919	0.706268	0.706268	1.31457
contig_11341	13615	0.634831	0.634831	0.606589
contig_11342	5133	1.73871	1.73871	0.720142
contig_11343	7785	0.0645711	0.0645711	0.0604123
contig_11344	5369	1.54551	1.54551	0.732829
contig_11345	9914	1.34002	1.34002	0.970309
contig_11346	18241	4.49815	4.49815	10.6663
contig_11348	175146	4.72358	4.72358	5.75884
contig_11349	20336	1.41365	1.41365	2.45137
contig_1135	12549	0.855633	0.855633	0.838128
contig_11350	11817	0.904431	0.904431	1.43741
contig_11351	24388	2.51551	2.51551	1.8679
contig_11352	7704	0.968891	0.968891	0.764158
contig_11353	14174	2.51647	2.51647	1.54915
contig_11354	7635	1.89967	1.89967	0.744231
contig_11355	20468	2.63756	2.63756	1.1652
contig_11356	9444	1.79901	1.79901	0.698573
contig_11358	16044	1.83623	1.83623	0.748542
contig_11359	6115	1.66035	1.66035	0.639514
contig_1136	6093	1.06175	1.06175	0.886682
contig_11360	6086	1.594	1.594	0.987327
contig_11361	13412	1.80086	1.80086	1.26149
contig_11362	11073	0.883182	0.883182	1.92499
contig_11363	10786	1.14206	1.14206	1.20207
contig_11364	5115	0.744209	0.744209	0.849587
contig_11366	18080	1.3551	1.3551	1.75216
contig_11367	51667	1.43071	1.43071	2.49389
contig_11368	5046	0.683211	0.683211	0.418732
contig_11369	13167	0.540908	0.540908	0.486012
contig_1137	23761	1.63089	1.63089	3.03216
contig_11370	14162	0.305809	0.305809	0.607348
contig_11371	8786	2.73958	2.73958	8.68213
contig_11372	13937	0.405309	0.405309	0.384591
contig_11373	10030	1.25081	1.25081	0.48676
contig_11374	20672	0.340708	0.340708	0.668508
contig_11375	9917	0.833419	0.833419	0.80248
contig_11376	7331	1.75797	1.75797	0.982655
contig_11377	6630	2.07191	2.07191	0.659724
contig_11378	5213	0.994272	0.994272	1.52957
contig_11379	42308	4.34565	4.34565	5.28393
contig_1138	18430	1.51116	1.51116	4.53892
contig_11381	22382	1.1815	1.1815	0.701947
contig_11382	12900	3.03396	3.03396	0.898757
contig_11383	5626	0.6271	0.6271	0.233885
contig_11384	21806	1.52595	1.52595	1.21968
contig_11385	5454	0.847662	0.847662	0.690335
contig_11386	6814	0.230042	0.230042	0.457533
contig_11387	32684	0.749616	0.749616	4.32351
contig_11389	20803	0.513146	0.513146	0.771479
contig_1139	18168	0.715951	0.715951	0.576163
contig_11390	17935	1.63525	1.63525	1.32231
contig_11391	9930	2.27249	2.27249	0.767439
contig_11392	9586	1.24407	1.24407	1.11364
contig_11393	13090	2.04977	2.04977	4.45155
contig_11394	10094	2.07804	2.07804	0.504414
contig_11395	12191	0.683	0.683	0.630088
contig_11396	13487	0.593762	0.593762	1.1265
contig_11397	10385	1.86517	1.86517	1.2855
contig_11398	6512	0.8315	0.8315	0.942215
contig_11399	5790	0.261879	0.261879	0.308967
contig_114	32191	1.70304	1.70304	1.30106
contig_1140	156897	4.16157	4.16157	10.4874
contig_11400	25748	0.699508	0.699508	0.967028
contig_11402	26651	4.18871	4.18871	5.88134
contig_11403	11254	1.59609	1.59609	0.579437
contig_11407	8644	0.528608	0.528608	0.305743
contig_11408	6521	0.449537	0.449537	0.247482
contig_11409	6596	0	0	0
contig_1141	17630	2.06424	2.06424	1.2752
contig_11410	9865	1.56727	1.56727	1.73558
contig_11411	10887	1.03325	1.03325	0.344051
contig_11412	9546	1.4636	1.4636	1.2337
contig_11413	12746	0.491108	0.491108	0.957995
contig_11414	7146	1.19726	1.19726	0.597204
contig_11415	5867	0.595767	0.595767	0.682464
contig_11416	27662	0.518283	0.518283	0.949741
contig_11417	16381	1.10474	1.10474	1.3646
contig_11418	8617	0.186843	0.186843	0.151951
contig_11419	19603	0.76199	0.76199	0.960643
contig_1142	7852	1.6671	1.6671	1.51827
contig_11420	6725	0.437719	0.437719	0.349911
contig_11422	13914	1.87685	1.87685	3.62647
contig_11423	10077	1.45885	1.45885	0.689589
contig_11424	15085	0.0382323	0.0382323	0.0367746
contig_11425	11015	2.74229	2.74229	2.53899
contig_11427	29190	0.568526	0.568526	0.771541
contig_11428	14358	2.26056	2.26056	0.533671
contig_11429	22736	1.82069	1.82069	2.16971
contig_1143	34478	1.98747	1.98747	2.73288
contig_11433	5498	0.134256	0.134256	0.116242
contig_11435	19174	1.37237	1.37237	0.780644
contig_11437	5068	0.876373	0.876373	0.476076
contig_11439	6593	0.846655	0.846655	0.516367
contig_1144	12248	2.02397	2.02397	1.33176
contig_11440	8077	0.837391	0.837391	0.939568
contig_11441	5999	0	0	0
contig_11442	10977	0.988085	0.988085	1.3339
contig_11443	6726	1.75259	1.75259	0.857584
contig_11444	11698	1.37712	1.37712	1.001
contig_11445	10009	1.44	1.44	0.848213
contig_11447	6231	0.0942279	0.0942279	0.085361
contig_11449	6003	1.51187	1.51187	0.781344
contig_1145	17463	3.70981	3.70981	4.21478
contig_11450	10933	1.58833	1.58833	2.77453
contig_11451	23839	2.81895	2.81895	4.38869
contig_11453	10180	0.956331	0.956331	1.4019
contig_11454	8632	1.28425	1.28425	0.915896
contig_11455	8683	0.763624	0.763624	0.895004
contig_11456	6982	0.85041	0.85041	0.563165
contig_11457	16882	1.53215	1.53215	2.58001
contig_11458	6816	0.0750075	0.0750075	0.0693838
contig_11459	8455	0.589765	0.589765	0.414898
contig_1146	10447	2.65592	2.65592	5.68106
contig_11462	5930	0.855882	0.855882	0.563934
contig_11463	8722	1.52508	1.52508	0.989065
contig_11464	12100	1.48075	1.48075	1.03505
contig_11465	14500	2.53422	2.53422	1.64309
contig_11466	5916	3.64846	3.64846	1.1251
contig_11467	6290	0.153094	0.153094	0.206239
contig_11468	14885	1.49949	1.49949	0.828076
contig_11469	12321	1.26719	1.26719	0.710052
contig_1147	57627	3.20295	3.20295	5.90942
contig_11470	6156	0.498168	0.498168	0.391936
contig_11471	5804	0.719491	0.719491	0.554908
contig_11472	5481	1.25174	1.25174	0.773024
contig_11473	5509	1.07091	1.07091	0.959901
contig_11474	16842	2.25479	2.25479	3.18826
contig_11475	6903	1.93588	1.93588	0.755843
contig_11476	10887	1.69247	1.69247	1.40428
contig_11477	6852	0.584751	0.584751	0.481632
contig_11479	37786	1.42451	1.42451	1.3445
contig_1148	24762	2.45189	2.45189	5.25191
contig_11480	8245	0.565411	0.565411	0.507443
contig_11481	5965	0.760275	0.760275	0.584757
contig_11482	22733	0.822389	0.822389	0.755681
contig_11483	16861	1.14565	1.14565	1.42297
contig_11484	15425	1.89394	1.89394	2.73613
contig_11485	7523	1.14051	1.14051	1.22034
contig_11486	16326	0.904612	0.904612	0.986511
contig_11487	12176	0.464494	0.464494	0.980261
contig_11488	14596	0.859131	0.859131	0.927272
contig_1149	14009	2.49881	2.49881	2.88696
contig_11490	19139	0.340882	0.340882	0.726303
contig_11491	10349	1.55858	1.55858	0.524282
contig_11492	6845	1.7059	1.7059	0.74698
contig_11493	9331	1.14933	1.14933	1.2861
contig_11494	7232	0.298362	0.298362	0.343265
contig_11495	11752	1.7453	1.7453	0.675706
contig_11496	11167	0.634292	0.634292	1.02304
contig_11497	7762	1.9623	1.9623	1.35412
contig_11498	9346	2.35494	2.35494	0.576976
contig_11499	70898	0.960522	0.960522	1.06716
contig_115	29159	1.56875	1.56875	3.98662
contig_11501	11733	1.96072	1.96072	1.71534
contig_11502	70201	0.909195	0.909195	1.771
contig_11503	16250	2.34484	2.34484	3.05413
contig_11504	6127	1.60883	1.60883	0.646492
contig_11505	7797	2.6396	2.6396	0.295401
contig_11506	6699	1.29012	1.29012	0.800357
contig_11507	7410	1.03182	1.03182	1.45743
contig_11508	6029	2.25344	2.25344	0.46519
contig_11509	8887	0.858304	0.858304	0.733369
contig_1151	27051	1.62477	1.62477	1.62022
contig_11510	20314	0	0	0
contig_11511	13066	2.048	2.048	0.911733
contig_11512	5518	1.42064	1.42064	3.83825
contig_11513	21927	1.02498	1.02498	1.43165
contig_11514	23887	0.131862	0.131862	0.142745
contig_11515	9124	0.956318	0.956318	1.09242
contig_11516	6628	1.89626	1.89626	0.654036
contig_11517	7945	1.27684	1.27684	1.86567
contig_11518	19009	2.11851	2.11851	1.88954
contig_11519	10075	1.64725	1.64725	0.434734
contig_1152	59678	4.58042	4.58042	8.68134
contig_11520	5066	0.992474	0.992474	0.413162
contig_11521	23463	0.504397	0.504397	0.647141
contig_11522	7550	0.154865	0.154865	0.370611
contig_11523	18175	1.92544	1.92544	1.95261
contig_11524	12331	1.58435	1.58435	1.1012
contig_11525	10010	1.60284	1.60284	0.430555
contig_11526	6290	1.63941	1.63941	0.922539
contig_11527	7456	0.682863	0.682863	0.850959
contig_11528	5096	0.674282	0.674282	0.592999
contig_11530	8199	1.80084	1.80084	1.08097
contig_11531	9661	0.464094	0.464094	0.654783
contig_11532	54661	1.08958	1.08958	1.73595
contig_11533	8328	2.91905	2.91905	1.76151
contig_11535	5516	0.371972	0.371972	0.419689
contig_11536	55019	1.66189	1.66189	2.0189
contig_11537	11425	2.62102	2.62102	1.60223
contig_11538	5907	1.27879	1.27879	0.604853
contig_11539	7679	1.33232	1.33232	1.03805
contig_1154	6937	4.54324	4.54324	12.637
contig_11540	9586	1.16267	1.16267	1.21408
contig_11541	22378	1.01557	1.01557	0.936544
contig_11542	14787	1.39134	1.39134	1.38346
contig_11543	12163	0.905935	0.905935	1.06408
contig_11544	10149	0.549355	0.549355	0.843899
contig_11545	34347	1.08352	1.08352	1.45648
contig_11546	8047	0.444726	0.444726	0.271541
contig_11547	5482	0.374719	0.374719	0.608368
contig_11548	11112	1.95895	1.95895	1.81699
contig_11549	5839	1.53472	1.53472	0.523794
contig_1155	40998	2.73416	2.73416	4.45546
contig_11550	29369	2.48106	2.48106	5.97994
contig_11551	7805	1.70751	1.70751	1.1735
contig_11552	9054	1.37163	1.37163	1.30186
contig_11553	11875	1.45834	1.45834	0.646266
contig_11554	7695	0.93055	0.93055	1.24647
contig_11555	9629	1.60323	1.60323	1.84937
contig_11557	24500	0.542916	0.542916	0.914491
contig_11558	12783	0.0805034	0.0805034	0.074024
contig_11559	7579	0.00201911	0.00201911	0.00201521
contig_1156	61561	2.22035	2.22035	3.84534
contig_11560	24650	1.86841	1.86841	1.72375
contig_11561	8642	1.98104	1.98104	1.43386
contig_11562	13909	1.33193	1.33193	1.04227
contig_11563	6824	1.10444	1.10444	0.58931
contig_11564	16330	1.63405	1.63405	1.01956
contig_11566	6379	2.08396	2.08396	0.59942
contig_11568	9210	1.40894	1.40894	0.5771
contig_11569	15564	0.786623	0.786623	0.571507
contig_1157	8906	1.82686	1.82686	1.82965
contig_11570	19409	2.28257	2.28257	3.63512
contig_11571	15651	2.47152	2.47152	0.996921
contig_11572	6641	2.5087	2.5087	0.292497
contig_11573	8743	1.27092	1.27092	0.809722
contig_11575	7572	2.20655	2.20655	0.315901
contig_11576	5294	3.16427	3.16427	0.614879
contig_11577	7558	0.0672246	0.0672246	0.062713
contig_11578	18278	1.24934	1.24934	2.92763
contig_11579	9326	0.916085	0.916085	1.21118
contig_1158	27726	2.58732	2.58732	1.68411
contig_11580	5490	1.40936	1.40936	1.6001
contig_11581	6007	1.37357	1.37357	1.10564
contig_11582	13262	0.1822	0.1822	0.224221
contig_11584	50774	1.70836	1.70836	2.74299
contig_11585	12978	1.85516	1.85516	1.13934
contig_11586	19322	1.54736	1.54736	3.23208
contig_11587	6905	0.843227	0.843227	0.607479
contig_11588	17417	1.59848	1.59848	1.23468
contig_11589	6776	1.71944	1.71944	0.69665
contig_1159	43397	2.76958	2.76958	3.02653
contig_11590	46066	1.74996	1.74996	2.99135
contig_11591	6722	0.685027	0.685027	0.518312
contig_11592	51184	0.942176	0.942176	1.5043
contig_11593	40078	1.36148	1.36148	2.11646
contig_11594	7748	1.55186	1.55186	5.22704
contig_11595	6830	0.603443	0.603443	0.536415
contig_11596	49768	1.52479	1.52479	3.38421
contig_11597	10180	1.98514	1.98514	2.88747
contig_11598	65090	1.1389	1.1389	1.61083
contig_116	6429	0.00254818	0.00254818	0.00254217
contig_1160	59649	1.98662	1.98662	2.38332
contig_11600	6086	3.57834	3.57834	0.734218
contig_11602	18434	2.29507	2.29507	2.62463
contig_11603	18818	1.03814	1.03814	0.896116
contig_11604	8984	0.509282	0.509282	0.699347
contig_11606	22342	1.75635	1.75635	1.42308
contig_11607	9126	0.00668449	0.00668449	0.00664163
contig_11608	6882	1.1074	1.1074	0.407252
contig_1161	28157	1.62506	1.62506	1.12418
contig_11610	15391	1.30333	1.30333	2.17398
contig_11611	6877	0.945444	0.945444	0.715562
contig_11612	21021	0.786738	0.786738	1.50707
contig_11613	12686	2.63776	2.63776	1.34238
contig_11615	22458	0.752779	0.752779	1.10625
contig_11616	16234	1.00703	1.00703	1.12208
contig_11617	7674	0.147661	0.147661	0.235178
contig_11619	6027	1.72758	1.72758	8.47654
contig_1162	6963	0.940408	0.940408	1.16753
contig_11621	15729	0	0	0
contig_11622	12904	2.18088	2.18088	2.79026
contig_11623	8765	0.883343	0.883343	0.827708
contig_11624	7405	1.65128	1.65128	0.50587
contig_11625	8493	0.917895	0.917895	0.911696
contig_11626	5833	0.965511	0.965511	0.816816
contig_11627	7667	0.723427	0.723427	0.599005
contig_11628	5319	0.193074	0.193074	0.155835
contig_11629	12976	1.5124	1.5124	1.29256
contig_1163	9524	2.18349	2.18349	2.12342
contig_11630	13390	2.99328	2.99328	2.45155
contig_11631	8610	1.37069	1.37069	1.5936
contig_11632	53872	1.52087	1.52087	3.19118
contig_11633	7293	2.04634	2.04634	0.551333
contig_11634	5413	0.934448	0.934448	1.13881
contig_11635	5730	1.01147	1.01147	1.12943
contig_11636	7339	2.12686	2.12686	0.429388
contig_11637	11256	0.998289	0.998289	1.49099
contig_11638	6795	1.38345	1.38345	0.695504
contig_11639	10242	1.23444	1.23444	0.947847
contig_1164	7283	0.633114	0.633114	0.764282
contig_11640	27363	2.33855	2.33855	3.63536
contig_11641	7361	1.28914	1.28914	0.742576
contig_11642	9580	2.05408	2.05408	0.498312
contig_11643	10521	1.50477	1.50477	1.19848
contig_11644	5980	2.19451	2.19451	0.304245
contig_11646	17949	2.65352	2.65352	3.32168
contig_11647	8119	2.66194	2.66194	0.469274
contig_11649	10195	2.1786	2.1786	3.66739
contig_1165	21993	2.87575	2.87575	1.98947
contig_11650	13052	1.69888	1.69888	4.12875
contig_11652	6220	1.37595	1.37595	1.03869
contig_11653	7179	1.09546	1.09546	1.40488
contig_11654	8769	0.658429	0.658429	0.783069
contig_11655	7164	2.50642	2.50642	0.705727
contig_11656	58602	4.39834	4.39834	6.70347
contig_11657	11281	1.4819	1.4819	0.82186
contig_11659	31916	2.15551	2.15551	4.55808
contig_1166	16129	2.09994	2.09994	2.54689
contig_11660	7669	0.597819	0.597819	0.481501
contig_11661	6075	0.772152	0.772152	0.966264
contig_11662	6254	0.327326	0.327326	0.220215
contig_11663	12277	1.47976	1.47976	3.543
contig_11664	8656	0.898189	0.898189	0.943354
contig_11665	9320	1.13304	1.13304	0.496425
contig_11666	10484	0.0179021	0.0179021	0.0175833
contig_11667	9198	1.30128	1.30128	0.850338
contig_11668	26484	1.06076	1.06076	0.925663
contig_11669	6931	0.887627	0.887627	0.917799
contig_1167	28004	0.883859	0.883859	1.81166
contig_11670	5809	0.360841	0.360841	0.382334
contig_11671	8733	0.720144	0.720144	0.205529
contig_11672	12295	1.32211	1.32211	1.71977
contig_11673	20097	1.05119	1.05119	1.19397
contig_11675	10062	1.18886	1.18886	1.10587
contig_11676	7858	0.194473	0.194473	0.236094
contig_11677	6660	1.54823	1.54823	1.59667
contig_11678	8544	0.257922	0.257922	0.29381
contig_11679	9446	2.5355	2.5355	1.21516
contig_1168	17021	1.12803	1.12803	1.17573
contig_11680	8686	3.62875	3.62875	3.99999
contig_11681	5245	2.33052	2.33052	1.48831
contig_11682	13519	2.279	2.279	1.84655
contig_11683	6239	2.23173	2.23173	2.82718
contig_11685	6025	1.76902	1.76902	0.767364
contig_11687	14947	3.94202	3.94202	32.8846
contig_11688	6185	2.13753	2.13753	4.81585
contig_11689	6521	0.531785	0.531785	0.251866
contig_1169	8446	2.8609	2.8609	3.0917
contig_11691	5781	1.69135	1.69135	0.392819
contig_11692	5880	0.683072	0.683072	0.813169
contig_11694	8047	0.297961	0.297961	0.698391
contig_11695	64625	0.874696	0.874696	2.28189
contig_11696	9976	2.34022	2.34022	0.796746
contig_11697	41408	2.41347	2.41347	3.01677
contig_11698	21005	0.754399	0.754399	0.9377
contig_11699	9488	0.633112	0.633112	0.501798
contig_117	5557	1.72942	1.72942	1.63173
contig_1170	18904	2.62269	2.62269	6.05312
contig_11700	6183	0.737113	0.737113	1.04426
contig_11701	8179	1.97459	1.97459	1.43284
contig_11703	9010	1.15903	1.15903	1.46732
contig_11704	8980	1.23828	1.23828	0.449562
contig_11705	20303	0.544336	0.544336	0.845344
contig_11706	7430	0.408242	0.408242	0.481771
contig_11707	10508	1.82574	1.82574	0.683991
contig_11709	7696	0.197986	0.197986	0.158799
contig_1171	13548	4.44701	4.44701	2.98015
contig_11711	6527	1.97648	1.97648	0.352032
contig_11712	17439	0.630112	0.630112	0.667318
contig_11713	36274	1.19846	1.19846	2.27152
contig_11716	11831	2.52855	2.52855	2.05212
contig_11717	17959	1.85373	1.85373	1.6034
contig_11718	36483	0.241186	0.241186	0.300164
contig_11719	31353	1.53094	1.53094	1.96913
contig_1172	10570	4.60912	4.60912	2.89514
contig_11720	11638	1.86612	1.86612	1.49276
contig_11722	8639	0.665567	0.665567	1.26372
contig_11723	6169	0.866091	0.866091	1.26318
contig_11724	6549	2.09861	2.09861	0.934507
contig_11725	6924	2.55388	2.55388	2.45862
contig_11727	11957	0.145422	0.145422	0.313084
contig_11728	26910	2.25269	2.25269	1.26189
contig_11729	31520	1.23567	1.23567	1.69629
contig_1173	13099	0	0	0
contig_11730	7341	0.802114	0.802114	1.33288
contig_11732	21266	2.08363	2.08363	2.64058
contig_11733	28383	1.9581	1.9581	2.16543
contig_11734	5656	0.641482	0.641482	0.934519
contig_11735	12537	1.45887	1.45887	0.777631
contig_11736	6634	1.20419	1.20419	1.29876
contig_11739	6182	1.31151	1.31151	0.56203
contig_1174	5671	1.77939	1.77939	0.314743
contig_11740	5942	1.14848	1.14848	1.30131
contig_11742	9115	1.66325	1.66325	0.963231
contig_11743	11624	2.03277	2.03277	1.15969
contig_11744	5492	0.0836765	0.0836765	0.0766772
contig_11745	7521	0	0	0
contig_11746	37106	1.19507	1.19507	2.17746
contig_11747	10674	1.68073	1.68073	1.70839
contig_11748	26951	1.50879	1.50879	1.97318
contig_1175	10372	0.488261	0.488261	0.749347
contig_11750	56065	2.1417	2.1417	4.25215
contig_11751	9780	1.16282	1.16282	0.584935
contig_11752	8039	0.622132	0.622132	0.431613
contig_11753	6136	2.3575	2.3575	3.25127
contig_11754	7324	1.24449	1.24449	1.58347
contig_11755	18406	0.744522	0.744522	2.47814
contig_11756	10629	0	0	0
contig_11757	6158	0.872004	0.872004	0.918036
contig_11758	5280	1.81326	1.81326	0.792987
contig_11759	17304	1.73085	1.73085	1.15143
contig_1176	40865	2.68965	2.68965	2.23688
contig_11760	6977	0.474293	0.474293	0.253776
contig_11761	10973	1.7059	1.7059	1.31757
contig_11762	8688	1.19606	1.19606	1.34663
contig_11764	18469	1.35924	1.35924	1.83153
contig_11765	8315	2.06748	2.06748	0.653112
contig_11766	7981	1.17724	1.17724	0.62605
contig_11767	21848	0.556964	0.556964	0.901612
contig_11768	8121	0.634174	0.634174	0.801443
contig_1177	31672	2.31534	2.31534	2.38182
contig_11770	7310	1.12263	1.12263	0.542608
contig_11771	12136	1.24879	1.24879	1.33201
contig_11772	10316	0.984753	0.984753	0.58007
contig_11773	13020	0.461772	0.461772	1.13119
contig_11774	5979	1.3975	1.3975	1.07302
contig_11775	39075	3.07132	3.07132	4.26114
contig_11776	12627	1.34992	1.34992	0.498717
contig_11777	5730	0.0584229	0.0584229	0.055024
contig_11778	30800	0.72	0.72	0.769316
contig_11779	6388	2.77076	2.77076	1.24013
contig_11780	5808	1.25557	1.25557	0.75775
contig_11782	86520	3.2595	3.2595	8.75251
contig_11783	7695	1.13665	1.13665	1.21109
contig_11784	14205	2.18534	2.18534	1.35385
contig_11785	14317	0.227077	0.227077	0.569204
contig_11786	6955	1.16605	1.16605	1.10084
contig_11787	6255	2.61048	2.61048	0.413139
contig_11788	8063	1.99052	1.99052	0.306924
contig_11789	5600	3.38422	3.38422	1.37267
contig_1179	5713	1.62412	1.62412	0.954895
contig_11790	6179	1.82966	1.82966	2.02061
contig_11791	10152	1.484	1.484	1.70679
